Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
SSLEL,Sir Shadi Lal Enterprises Ltd,SIR SHADI LAL ENTERPRISES LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Sugar
SSLFINANCE,Archana Software Ltd.,ARCHANA SOFTWARE LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
SSPDL,SSPDL Limited,SSPDL LTD.-$,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
SSPNFIN,SSPN Finance Limited,SSPN Finance Ltd,M ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
SSTL,Safa Systems & Technologies Limited,Safa Systems & Technologies Ltd,M ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SSWL,Steel Strips & Wheels Ltd,STEEL STRIPS WHEELS LTD.-$,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SSWRL,Shree Steel Wire Ropes Ltd.,SHREE STEEL WIRE ROPES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
STAMPEDE,Stampede Capital Limited,Stampede Capital Limited,T ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
STANCAP,Standard Capital Markets Ltd.,STANDARD CAPITAL MARKETS LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
STANPACK,Stanpacks India Ltd.,STANPACKS (INDIA) LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
STANROS,Stanrose Mafatlal Investments & Fin,STANROSE MAFATLAL INVESTMENTS AND FINANCE LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
STAR,STRIDES PHARMA SCIENCE LIMITED,Strides Pharma Science Ltd,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
STARCEMENT,Star Cement Limited,Star Cement Ltd,A ,N,N,100,Commodities,Construction Materials,Cement & Cement Products,Cement & Cement Products
STARCOM,Starcom Information Technology Ltd,Starcom Information Technology Ltd,X ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
STARDELTA,STAR DELTA TRANSFORMERS LIMITED,Star Delta Transformers Ltd,X ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
STARHEALTH,Star Health and Allied Insurance Company Limited,Star Health and Allied Insurance Company Ltd,B ,N,N,100,Financial Services,Financial Services,Insurance,General Insurance
STARHFL,STAR HOUSING FINANCE LIMITED,Star Housing Finance Ltd,B ,N,N,100,Financial Services,Financial Services,Finance,Housing Finance Company
STARLENT,STARLINEPS ENTERPRISES LIMITED,Starlineps Enterprises Ltd,B ,N,N,100,Commodities,Metals & Mining,Metals & Minerals Trading,Trading - Minerals
STARLIT,Starlit Power Systems Limited,Starlit Power Systems Ltd,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Batteries - Automobile
STARLITE,Starlite Components Ltd.,STARLITE COMPONENTS LTD.,Z ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
STARLOG,Starlog Enterprises Limited,Starlog Enterprises Ltd,X ,N,N,100,Services,Services,Transport Infrastructure,Port & Port services
STARPAPER,Star Paper Mills Ltd.,STAR PAPER MILLS LTD.,B ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
STARTECK,STARTECK FINANCE LIMITED,Starteck Finance Ltd,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
STCINDIA,State Trading Corporation of India,STATE TRADING CORPORATION OF INDIA LTD.,B ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
STCORP,S & T Corporation Limited,S&T CORPORATION LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
STDBAT,"Standard Batteries Ltd.,",STANDARD BATTERIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
STDSFAC,Standard Surfactants Ltd.,STANDARD SURFACTANTS LTD.,XT,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
STDSHOE,Standard Shoe Sole and Mould India Ltd,STANDARD SHOE SOLE AND MOULD (INDIA) LTD.,P ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
STEELCAS,Steelcast Ltd.,STEELCAST LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Castings & Forgings
STEELXIND,Steel Exchange India Ltd.,STEEL EXCHANGE INDIA LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
STEL,STEL Holdings Limited,STEL Holdings Ltd,B ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
STELLANT,STELLANT SECURITIES INDIA LIMITED,STELLANT SECURITIES (INDIA) LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
STELLAR,STELLAR CAPITAL SERVICES LIMITED,Stellar Capital Services Ltd,M ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
STEP2COR,Step Two Corporation Ltd.,STEP TWO CORPORATION LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
STEPHANOTIS,STEPHANOTIS FINANCE LIMITED,Stephanotis Finance Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
STERTOOLS,Sterling Tools Ltd.,STERLING TOOLS LTD.-$,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Fastener
STHINPA,South India Paper Mills Ltd.,SOUTH INDIA PAPER MILLS LTD.,X ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
STL,Shreeji Translogistics Limited,Shreeji Translogistics Ltd,B ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
STLSTRINF,Steel Strips Infrastructures Limited,STEEL STRIPS INFRASTRUCTURES LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
STLTECH,Sterlite Technologies Limited.,STERLITE TECHNOLOGIES LTD.,A ,N,N,100,Telecommunication,Telecommunication,Telecom - Services,Other Telecom Services
STOVACQ,Stovec Industries Ltd.,STOVEC INDUSTRIES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
STOVEKRAFT,STOVE KRAFT LIMITED,Stove Kraft Ltd,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Household Appliances
STRAEXPO,Sophia Traexpo Limited,Sophia Traexpo Ltd,XT,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
STRATMONT,STRATMONT INDUSTRIES LIMITED,Stratmont Industries Ltd,X ,N,D,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
STRGRENWO,Sterling Green  Woods  Limited,STERLING GREEN WOODS LTD.,XT,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
STRLGUA,Sterling Guarantee & Fin. Ltd,STERLING GUARANTY & FINANCE LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
STURDY,Sturdy Industries Ltd.,STURDY INDUSTRIES LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
STYLAMIND,Stylam Industries Limited,Stylam Industries Limited,B ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Forest Products
SUBEX,Subex  Ltd,SUBEX LTD.,A ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
SUBROS,"Subros Ltd.,",SUBROS LTD.,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUBSM,Subhash Silk Mills Ltd.,SUBHASH SILK MILLS LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUCHITRA,Suchitra Finance & Trading Company Limited,Suchitra Finance & Trading Company Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUCROSA,Super Crop Safe Ltd.,SUPER CROP SAFE LTD.,X ,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
SUDAI,Sudal Industries Limited,SUDAL INDUSTRIES LTD.,XT,N,D,100,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
SUDARSCHEM,"Sudarshan Chemical Indus. Ltd.,",SUDARSHAN CHEMICAL INDUSTRIES LTD.,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Dyes And Pigments
SUDTIND-B,Suditi Industries Ltd.,SUDITI INDUSTRIES LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUERYAAKNI,Sueryaa Knitwear Limited,Sueryaa Knitwear Ltd,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUGALDAM,Sugal & Damani Share Brokers Ltd.,SUGAL & DAMANI SHARE BROKERS LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUJALA,Sujala Trading & Holdings Ltd.,Sujala Trading & Holdings Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUKHJITS,Sukhjit Starch & Chemicals Ltd.,SUKHJIT STARCH & CHEMICALS LTD.-$,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SULABEN,Sulabh Engineers & Services Limited,SULABH ENGINEERS & SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUMEDHA,Sumedha Fiscal Services Ltd.,SUMEDHA FISCAL SERVICES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
SUMEETINDS,Sumeet Industries Ltd,SUMEET INDUSTRIES LTD.-$,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUMERUIND,Sumeru Industries Ltd.,SUMERU INDUSTRIES LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SUMICHEM,SUMITOMO CHEMICAL INDIA LIMITED,Sumitomo Chemical India Ltd,A ,N,N,100,Commodities,Chemicals,Fertilizers & Agrochemicals,Pesticides & Agrochemicals
SUMMITSEC,SUMMIT SECURITIES LTD.,SUMMIT SECURITIES LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUNCITYSY,Suncity Synthetics Ltd.,SUNCITY SYNTHETICS LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUNCLAYLTD,Sundaram Clayton Ltd.,SUNDARAM-CLAYTON LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUNDARAM,Sundaram Multi Pap Ltd.,SUNDARAM MULTI PAP LTD.,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Household Products,Stationary
SUNDARMFIN,SUNDARAM FINANCE LTD,SUNDARAM FINANCE LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUNDRMBRAK,SUNDARAM BRAKE LININGS LTD,SUNDARAM BRAKE LININGS LTD.,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUNDRMFAST,"Sundram Fasteners Ltd.,",SUNDRAM FASTENERS LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Fastener
SUNEDISON,SUNEDISON INFRASTRUCTURE LIMITED,Sunedison Infrastructure Ltd,X ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
SUNFLAG,"Sunflag Iron & Steel Co. Ltd.,",SUNFLAG IRON & STEEL CO.LTD.,B ,N,N,100,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
SUNGOLD,Sungold Capital Ltd.,SUNGOLD CAPITAL LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUNILAGR,Sunil Agro Foods ltd.,SUNIL AGRO FOODS LTD.-$,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
SUNILTX,"Sunil Industries Ltd.,",SUNIL INDUSTRIES LTD.,P ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SUNLOC,Sunil Healthcare Limited,Sunil Healthcare Ltd,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SUNPHARMA,Sun Pharmaceutical Industries Ltd.,SUN PHARMACEUTICAL INDUSTRIES LTD.,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SUNRAJDI,Sunraj Diamond Exports Ltd.,SUNRAJ DIAMOND EXPORTS LTD.,Z ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SUNRETAIL,Sun Retail Limited,Sun Retail Ltd,M ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SUNRINV,"Sunrise Industrial Traders Ltd.,",SUNRISE INDUSTRIAL TRADERS LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
SUNSHIEL,Sunshield Chemicals Ltd.,SUNSHIELD CHEMICALS LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
SUNTECK,Sunteck Realty Ltd,SUNTECK REALTY LTD.,A ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
SUNTV,SUN TV NETWORK LIMITED,SUN TV NETWORK LTD.,A ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,TV Broadcasting & Software Production
SUPER,Super Sales India Ltd.,SUPER SALES INDIA LTD.-$,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUPERBAK,Super Bakers India Ltd.,SUPER BAKERS (INDIA) LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
SUPERHOUSE,Superhouse limited,SUPERHOUSE LTD.,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
SUPERIOR,Superior Finlease Limited,Superior Finlease Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUPERSHAKT,Supershakti Metaliks Limited,Supershakti Metaliks Ltd,M ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SUPERSPIN,Super Spinning Mills Ltd.,SUPER SPINNING MILLS LTD.,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUPERTEX,Supertex Industries Ltd,SUPERTEX INDUSTRIES LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUPRAJIT,Suprajit Engineering Ltd.,SUPRAJIT ENGINEERING LTD.-$,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
SUPRAP,SUPRA PACIFIC MANAGEMENT CONSULTANCY LIMITED,Supra Pacific Management Consultancy Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SUPRATRE,Supra Trends Limited,Supra Trends Limited,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
SUPRBPA,Superb Papers Ltd.,SUPERB PAPERS LTD.,X ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
SUPREME,Supreme Holdings & Hospitality India Ltd,SUPREME HOLDINGS & HOSPITALITY (INDIA) LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
SUPREMEIND,"Supreme Industries Ltd.,",SUPREME INDUSTRIES LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
SUPREMEINF,Supreme Infrastructure India Limited,SUPREME INFRASTRUCTURE INDIA LTD.,T ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
SUPREMEX,Supremex Shine Steels Limited,Supremex Shine Steels Ltd,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SUPRIYA,Supriya Lifescience Limited,Supriya Lifescience Ltd,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SUPTANERY,Super Tannery Limited,Super Tannery Limited,X ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Leather And Leather Products
SURAJ,Suraj Products Ltd.,SURAJ PRODUCTS LTD.,Z ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SURAJLTD,Suraj Ltd.,SURAJ LTD.-$,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SURANASOL,Surana Solar Limited,Surana Solar Limited,B ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SURANAT&P,Surana Telecom And Power Limited,Surana Telecom And Power Limited,B ,N,N,100,Utilities,Power,Power,Electric Utilities
SURATEX,Surat Textile Mills Ltd,SURAT TEXTILE MILLS LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SURBHIN,Surbhi Industries Limited,SURBHI INDUSTRIES LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SURFI,Suryo Foods & Industries Ltd.,SURYO FOODS & INDUSTRIES LTD.,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
SURJIND,"Suraj Industries Limited.,",SURAJ INDUSTRIES LTD.,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SURYAAMBA,Suryaamba Spinning Mills Limited,SURYAAMBA SPINNING MILLS LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SURYACHAKRA,Suryachakra Power Corporation Ltd.,SURYACHAKRA POWER CORPORATION LTD.,Z ,N,N,100,Utilities,Power,Power,Electric Utilities
SURYAINDIA,Surya India Limited,Surya India Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SURYAKR,"Suryakripa Finance Ltd.,",SURYAKRIPA FINANCE LTD.,XT,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
SURYALA,"Suryalata Spinning Mills Ltd.,",SURYALATA SPINNING MILLS LTD.-$,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SURYALAXMI,Suryalakshmi Cotton Mills Ltd.,SURYALAKSHMI COTTON MILLS LTD.,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SURYAROSNI,"Surya Roshni Ltd.,",SURYA ROSHNI LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
SURYODAY,Suryoday Small Finance Bank Limited,Suryoday Small Finance Bank Ltd,B ,N,N,100,Financial Services,Financial Services,Banks,Other Bank
SURYVANSP,"Suryavanshi Spinning Mills Ltd.,",SURYAVANSHI SPINNING MILLS LTD.-$,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUTLEJTEX,SUTLEJ TEXTILES & INDUSTRIES LIMITED,SUTLEJ TEXTILES & INDUSTRIES LTD.,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUUMAYA,SUUMAYA CORPORATION LIMITED,Suumaya Corporation Ltd,M ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SUVEN,Suven Life Sciences Ltd.,SUVEN LIFE SCIENCES LTD.,B ,N,N,100,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
SUVENPHAR,SUVEN PHARMACEUTICALS LIMITED,Suven Pharmaceuticals Ltd,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SUVIDHAA,Suvidhaa Infoserve Limited,Suvidhaa Infoserve Ltd,B ,N,N,100,Financial Services,Financial Services,Financial Technology (Fintech),Financial Technology (Fintech)
SUYOG,Suyog Telematics Limited,Suyog Telematics Ltd,X ,N,N,100,Telecommunication,Telecommunication,Telecom - Services,Telecom - Infrastructure
SUZLON,SUZLON ENERGY LTD.,SUZLON ENERGY LTD.,A ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SVAINDIA,SVA India Ltd,SVA INDIA LTD.,P ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SVAMSOF,Svam Software Ltd,SVAM SOFTWARE LTD.,X ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
SVARTCORP,Swasti Vinayaka Art And Heritage Corporation Ltd,Swasti Vinayaka Art And Heritage Corporation Ltd,X ,N,N,100,Diversified,Diversified,Diversified,Diversified
SVCIND,SVC INDUSTRIES LIMITED,SVC INDUSTRIES Ltd,XT,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SVGLOBAL,S V Global Mill Limited,S V GLOBAL MILL LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
SVPGLOB,SVP GLOBAL TEXTILES LIMITED,SVP Global Textiles Ltd,B ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SVPHOUSING,SVP Housing Limited,SVP Housing Ltd,M ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SVRL,Shri Venkatesh Refineries Limited,Shri Venkatesh Refineries Ltd,M ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Edible Oil
SW1,SW Investments Limited,SW Investments Ltd,XT,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
SWADEIN,Swadeshi Industries Leasing Co. Ltd,SWADESHI INDUSTRIES LEASING CO.LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
SWADPOL,"Swadeshi Polytex Ltd.,",SWADESHI POLYTEX LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SWAGTAM,Swagtam Trading & Services Limited,Swagtam Trading & Services Ltd,XT,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SWANENERGY,Swan Energy Ltd.,SWAN ENERGY LTD.,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SWARAJENG,Swaraj Engines Ltd.,SWARAJ ENGINES LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Diesel Engines
SWARNSAR,SWARNSARITA JEWELS INDIA LIMITED,Swarnsarita Jewels India Ltd,X ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
SWASTIKA,Swastika Investmart Ltd,SWASTIKA INVESTMART LTD.,X ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
SWASTIVI,"Swasti Vinayaka Synthetics Ltd.,",SWASTI VINAYAKA SYNTHETICS LTD.,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SWELECTES,Swelect Energy Systems Limited,Swelect Energy Systems Limited-$,B ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
SWISSMLTRY,SWISS MILITARY CONSUMER GOODS LIMITED,Swiss Military Consumer Goods Ltd,X ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Diversified consumer products
SWITCHTE,Switching Technologies Gunther Ltd.,SWITCHING TECHNOLOGIES GUNTHER LTD.,X ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Other Electrical Equipment
SWORDEDGE,Sword-Edge Commercials Limited,Sword-Edge Commercials Limited,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
SWRNASE,Swarna Securities Ltd.,SWARNA SECURITIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
SWSOLAR,STERLING AND WILSON RENEWABLE ENERGY LIMITED,Sterling and Wilson Renewable Energy Ltd,A ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
SXETF,HDFC Mutual Fund,HDFC Sensex ETF - Open Ended Traded Fund,A ,N,N,100,-,-,-,-
SYBLY,Sybly Industries Ltd.,SYBLY INDUSTRIES LTD.-$,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
SYLPH,Sylph Technologies Ltd,SYLPH TECHNOLOGIES LTD.,Z ,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
SYMBIOX,Symbiox Investment & Trading Co. Ltd.,Symbiox Investment & Trading Company Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
SYMPHONY,Symphony Limited,Symphony Limited,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Consumer Electronics
SYNCOMF,Syncom Formulations India Ltd.,SYNCOM FORMULATIONS (INDIA) LTD.-$,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SYNGENE,Syngene International Limited,Syngene International Ltd,A ,N,N,100,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
SYNTHFO,"Synthiko Foils Ltd.,",SYNTHIKO FOILS LTD.,XT,N,N,100,Commodities,Metals & Mining,Non - Ferrous Metals,Aluminium
SYSCHEM,Syschem India Ltd.,SYSCHEM (INDIA) LTD.,XT,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
SYSTMTXC,Systematix Corporate Services Ltd.,SYSTEMATIX CORPORATE SERVICES LTD.,X ,N,N,100,Financial Services,Financial Services,Capital Markets,Stockbroking & Allied
SYTIXSE,Systematix Securities Ltd.,SYSTEMATIX SECURITIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TAALENT,TAAL Enterprises Limited,TAAL Enterprises Ltd,X ,N,N,100,Services,Services,Transport Services,Airline
TAAZAINT,Taaza International Limited,Taaza International Ltd,X ,N,N,100,Consumer Discretionary,Consumer Services,Retailing,Diversified Retail
TAIIND,Tai Industries Ltd.,TAI INDUSTRIES LTD.-$,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
TAINWALCHM,Tainwala Chemicals & Plastics Ltd,TAINWALA CHEMICALS & PLASTICS (INDIA) LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
TAJGVK,Taj GVK Hotels & Resorts Ltd.,TAJGVK HOTELS & RESORTS LTD.,B ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
TAKE,Take Solutions Ltd,TAKE SOLUTIONS LTD.,B ,N,N,100,Healthcare,Healthcare,Healthcare Services,"Healthcare Research, Analytics & Technology"
TALBROAUTO,"Talbros Automotive Components Ltd.,",TALBROS AUTOMOTIVE COMPONENTS LTD.,B ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TALBROSENG,TALBROS ENGINEERING LIMITED,Talbros Engineering Ltd,X ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TAMBOLI,Tamboli Capital Limited,TAMBOLI CAPITAL LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Holding Company
TANAA,Taneja Aerospace & Aviation Ltd.,TANEJA AEROSPACE & AVIATION LTD.-$,X ,N,N,100,Industrials,Capital Goods,Aerospace & Defense,Aerospace & Defense
