Symbol,Company Name,Security Name,Market Category,Test Issue,Financial Status,Round Lot Size,Sector Name,Industry New Name,Igroup Name,ISubgroup Name
TANFACIND,"TANFAC Industries Ltd.,",TANFAC INDUSTRIES LTD.-$,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TANLA,TANLA PLATFORMS LIMITED,Tanla Platforms Ltd,A ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
TANTIACONS,Tantia Constructions Limited,TANTIA CONSTRUCTIONS LTD.,Z ,N,N,100,Industrials,Construction,Construction,Civil Construction
TANVI,Tanvi Foods India Limited,Tanvi Foods (India) Ltd,M ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
TAPARIA,"Taparia Tools Ltd.,",TAPARIA TOOLS LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
TARAI,Tarai Foods Ltd.,TARAI FOODS LTD.,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TARAPUR,TARAPUR TRANSFORMERS LIMITED,Tarapur Transformers Ltd,B ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TARC,TARC LIMITED,Tarc Ltd,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
TARINI,Tarini International Limited,Tarini International Ltd,M ,N,N,100,Services,Services,Commercial Services & Supplies,Consulting Services
TARMAT,Tarmat Limited,TARMAT LTD.,B ,N,N,100,Industrials,Construction,Construction,Civil Construction
TARSONS,Tarsons Products Limited,Tarsons Products Ltd,B ,N,N,100,Healthcare,Healthcare,Healthcare Equipment & Supplies,Medical Equipment & Supplies
TASHIND,Tashi India Ltd.,TASHI INDIA LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
TASTYBIT,"Tasty Bite Eatables Ltd.,",TASTY BITE EATABLES LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Packaged Foods
TATACHEM,Tata Chemicals Ltd,TATA CHEMICALS LTD.,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TATACOFFEE,Tata Coffee Ltd,TATA COFFEE LTD.,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
TATACOMM,Tata Communications Limited,TATA COMMUNICATIONS LTD.,A ,N,N,100,Telecommunication,Telecommunication,Telecom - Services,Telecom - Cellular & Fixed line services
TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,Tata Consumer Products Ltd,A ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
TATAELXSI,Tata Elxsi Ltd,TATA ELXSI LTD.,A ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
TATAINVEST,"Tata Investment Corporation Ltd.,",TATA INVESTMENT CORPORATION LTD.,A ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
TATAMETALI,Tata Metaliks Ltd,TATA METALIKS LTD.,A ,N,N,100,Commodities,Metals & Mining,Ferrous Metals,Pig Iron
TATAMOTORS,Tata Motors Ltd.,TATA MOTORS LTD.,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
TATAMTRDVR,Tata Motors Ltd.,Tata Motors  Ltd - DVR,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Automobiles,Passenger Cars & Utility Vehicles
TATAPOWER,Tata Power Co. Ltd,TATA POWER CO.LTD.,A ,N,N,100,Utilities,Power,Power,Electric Utilities
TATASTEEL,TATA STEEL LIMITED,TATA STEEL LTD.,A ,N,N,100,Commodities,Metals & Mining,Ferrous Metals,Iron & Steel
TATASTLLP,TATA STEEL LONG PRODUCTS LIMITED,Tata Steel Long Products Ltd,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
TATAYODOGA,Tayo Rolls Ltd.,TAYO ROLLS LTD.-$,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
TATIAGLOB,Tatia Global Vennture Limited,TATIA GLOBAL VENNTURE LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
TATVA,Tatva Chintan Pharma Chem Limited,Tatva Chintan Pharma Chem Ltd,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
TAVERNIER,Tavernier Resources Limited,Tavernier Resources Limi,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
TBZ,Tribhovandas Bhimji Zaveri Limited,TRIBHOVANDAS BHIMJI ZAVERI LTD.,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
TCFCFINQ,TCFC Finance Ltd,TCFC FINANCE LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TCI,Transport Corporation of India Ltd,TRANSPORT CORPORATION OF INDIA LTD.,A ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
TCIDEVELOP,TCI Developers Limited,TCI DEVELOPERS LTD.,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
TCIEXP,TCI Express Limited,TCI Express Ltd,A ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
TCIFINANCE,TCI Finance Limited,TCI FINANCE LTD.,T ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TCIIND,"TCI Industries Ltd.,",TCI INDUSTRIES LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
TCMLMTD,TCM Ltd.,TCM LTD.,XT,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TCNSBRANDS,TCNS Clothing Co. Limited,TCNS Clothing Co. Ltd,A ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
TCPLPACK,TCPL Packaging Limited,TCPL PACKAGING LTD.-$,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
TCS,Tata Consultancy Services Ltd.,TATA CONSULTANCY SERVICES LTD.,A ,N,D,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
TDPOWERSYS,TD Power Systems Ltd,T D POWER SYSTEMS LTD.,B ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
TDSL,Tasty Dairy Specialities Limited,Tasty Dairy Specialities Ltd,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Dairy Products
TEAMLEASE,TeamLease Services Limited,TeamLease Services Ltd,A ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
TECH,Aditya Birla Sun Life Mutual Fund,Aditya Birla Sunlife Nifty IT ETF,B ,N,N,100,-,-,-,-
TECHCON,"Technojet Consultants Ltd.,",TECHNOJET CONSULTANTS LTD.,X ,N,N,100,Services,Services,Commercial Services & Supplies,Consulting Services
TECHIN,TECHINDIA NIRMAN LIMITED,TECHINDIA NIRMAN LIMITED,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
TECHM,Tech Mahindra Limited,TECH MAHINDRA LTD.,A ,N,N,100,Information Technology,Information Technology,IT - Software,Computers - Software & Consulting
TECHNOE*,Techno Electric & Engineering Company Limited,Techno Electric & Engineering Company Ltd,A ,N,N,100,Industrials,Construction,Construction,"Engineering, Designing & Construction"
TECHNVISN,TechNVision Ventures Limited,TECHNVISION VENTURES LTD.,XT,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
TEGA,Tega Industries Limited,Tega Industries Ltd,B ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
TEJASNET,Tejas Networks Limited,Tejas Networks Ltd,A ,N,N,100,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
TEJASSVI,TEJASSVI AAHARAM LIMITED,Tejassvi Aaharam Ltd,P ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
TEJNAKSH,Tejnaksh Healthcare Limited,Tejnaksh Healthcare Ltd,B ,N,N,100,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
TELECANOR,TeleCanor Global Limited,TELECANOR GLOBAL LTD.,X ,N,N,100,Information Technology,Information Technology,IT - Software,Software Products
TERAI,Terai Tea Co. Ltd.,TERAI TEA CO.LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Tea & Coffee
TERASOFT,Tera Software Ltd.,TERA SOFTWARE LTD.,B ,N,N,100,Information Technology,Information Technology,IT - Services,IT Enabled Services
TERRAFORM,Terraform Magnum Limited,TERRAFORM MAGNUM LTD.,P ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
TERRAREAL,Terraform Realstate Limited,Terraform Realstate Limited,P ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
TERRASCOPE,TERRASCOPE VENTURES LIMITED,Terrascope Ventures Ltd,Z ,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
TEXELIN,Texel Industries Ltd.,TEXEL INDUSTRIES LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
TEXINFRA,Texmaco Infrastructure & Holdings Ltd,TEXMACO INFRASTRUCTURE & HOLDINGS LTD.,B ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
TEXMOPIPES,Texmo Pipes and Products Limited,TEXMO PIPES & PRODUCTS LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
TEXRAIL,Texmaco Rail & Engineering Limited,TEXMACO RAIL & ENGINEERING LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Equipments
TFCILTD,Tourism Finance Corpn. Of India Ltd,TOURISM FINANCE CORPORATION OF INDIA LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Financial Institution
TFL,Transwarranty Finance Limited,TRANSWARRANTY FINANCE LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TFLL,Tirupati Fin-Lease Ltd.,Tirupati Finlease Ltd,XT,N,N,100,Financial Services,Financial Services,Finance,Investment Company
TFSL,Typhoon Financial Services Limited,Typhoon Financial Services Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TGBHOTELS,TGB Banquets and Hotels Limited,TGB BANQUETS AND HOTELS LTD.,B ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
TGVSL,TGV SRAAC LIMITED,TGV Sraac Ltd,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
THACKER,"Thacker & Co. Ltd.,",THACKER & CO.LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
THAKDEV,Thakker's Developers Ltd.,THAKKERS DEVELOPERS LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
THAKRAL,Thakral Services India Limited,THAKRAL SERVICES (INDIA) LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Electronics
THAMBBI,"Thambbi Modern Spinning Mills Ltd.,",THAMBBI MODERN SPINNING MILLS LTD.,XT,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
THANGAMAYL,Thangamayil Jewellery Limited,Thangamayil Jewellery Ltd,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
THEBYKE,The Byke Hospitality    Ltd,THE BYKE HOSPITALITY LTD.,B ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,Hotels & Resorts
THEINVEST,THE INVESTMENT TRUST OF INDIA LIMITED,The Investment Trust Of India Ltd,B ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
THEMISMED,Themis Medicare Ltd.,THEMIS MEDICARE LTD.,B ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
THERMAX,Thermax Ltd.,THERMAX LTD.,A ,N,N,100,Industrials,Capital Goods,Electrical Equipment,Heavy Electrical Equipment
THINKINK,THINKINK PICTUREZ LIMITED,Thinkink Picturez Ltd,B ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Media,Advertising & Media Agencies
THIRDFIN,Thirdwave Financial Intermediaries,THIRDWAVE FINANCIAL INTERMEDIARIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
THOMASCOOK,"Thomas Cook India Ltd.,",THOMAS COOK (INDIA) LTD.,A ,N,N,100,Consumer Discretionary,Consumer Services,Leisure Services,"Tour, Travel Related Services"
THOMASCOTT,THOMAS SCOTT INDIA LIMITED,THOMAS SCOTT (INDIA) LIMITED,T ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Garments & Apparels
THYROCARE,Thyrocare Technologies Limited,Thyrocare Technologies Ltd,A ,N,N,100,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
TI,Tilaknagar Industries Ltd,TILAKNAGAR INDUSTRIES LTD.-$,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Breweries & Distilleries
TIAANC,TIAAN CONSUMER LIMITED,Tiaan Consumer Ltd,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Personal Products,Personal Care
TIDEWATER,Tide Water Oil India Ltd.,TIDE WATER OIL (INDIA) LTD.,B ,N,N,100,Energy,"Oil, Gas & Consumable Fuels",Petroleum Products,Lubricants
TIERRA,Tierra Agrotech Limited,Tierra Agrotech Ltd,B ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TIGERLOGS,Tiger Logistics India Limited,Tiger Logistics (India) Ltd,X ,N,N,100,Services,Services,Transport Services,Logistics Solution Provider
TIGLOB,T & I Global Ltd.,T & I GLOBAL LTD.,X ,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
TIIL,Technocraft Industries India Ltd.,TECHNOCRAFT INDUSTRIES (INDIA) LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
TIINDIA,Tube Investments of India Ltd,Tube Investments of India Ltd,A ,N,N,100,Consumer Discretionary,Automobile and Auto Components,Auto Components,Auto Components & Equipments
TIJARIA,TIJARIA POLYPIPES LIMITED,TIJARIA POLYPIPES LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
TIL,"TIL Ltd.,",TIL LTD.,B ,N,N,100,Industrials,Capital Goods,"Agricultural, Commercial & Construction Vehicles",Construction Vehicles
TILAK,Tilak Ventures Limited,Tilak Ventures Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Investment Company
TIMESGREEN,Times Green Energy India Limited,Times Green Energy (India) Ltd,M ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Agricultural Food & other Products,Other Agricultural Products
TIMESGTY,Times Guaranty Ltd.,TIMES GUARANTY LTD.,B ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TIMETECHNO,Time Technoplast Limited,TIME TECHNOPLAST LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Plastic Products - Industrial
TIMEX,Timex Group India Ltd,TIMEX GROUP INDIA LTD.-$,XT,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
TIMKEN,Timken India Ltd,TIMKEN INDIA LTD.,A ,N,N,100,Industrials,Capital Goods,Industrial Products,Bearings
TINEAGRO,TINE AGRO LIMITED,Tine Agro Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
TINNARUBR,Tinna Rubber and Infrastructure Limited,Tinna Rubber and Infrastructure Limited,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
TINNATFL,Tinna Trade Limited,Tinna Trade Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Trading & Distributors
TINPLATE,"Tinplate Company of India Ltd.,",TINPLATE COMPANY OF INDIA LTD.,A ,N,D,100,Industrials,Capital Goods,Industrial Products,Packaging
TIPSINDLTD,Tips Industries Limited,TIPS INDUSTRIES LTD.,B ,N,N,100,Consumer Discretionary,"Media, Entertainment & Publication",Entertainment,Media & Entertainment
TIRSARJ,Tirupati Sarjan Ltd.,TIRUPATI SARJAN LTD.,X ,N,N,100,Consumer Discretionary,Realty,Realty,"Residential, Commercial Projects"
TIRUFOAM,TIRUPATI FOAM LIMITED,Tirupati Foam Ltd,X ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Furniture, Home Furnishing, Flooring"
TIRUMALCHM,"Thirumalai Chemicals Ltd.,",THIRUMALAI CHEMICALS LTD.,A ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TIRUSTA,Tirupati Starch & Chemicals Ltd.,TIRUPATI STARCH & CHEMICALS LTD.,XT,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Food Products,Other Food Products
TITAANIUM,Titaanium Ten Enterprise Limited,Titaanium Ten Enterprise Ltd,M ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
TITAN,Titan Company Limited,Titan Company Limited,A ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,"Gems, Jewellery And Watches"
TITANBIO,Titan Bio-Tech Ltd.,TITAN BIOTECH LTD.,X ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Specialty Chemicals
TITANIN,TITAN INTECH LIMITED,Titan Intech Ltd,X ,N,N,100,Consumer Discretionary,Textiles,Textiles & Apparels,Other Textile Products
TITANSEC,Titan Securities Ltd.,TITAN SECURITIES LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TMTIND-B1,TMT India ltd.,TMT (INDIA) LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Manufacturing,Industrial Machinery
TNPETRO,Tamilnadu Petroproducts Ltd,TAMILNADU PETROPRODUCTS LTD.,B ,N,D,100,Commodities,Chemicals,Chemicals & Petrochemicals,Petrochemicals
TNPL,Tamil Nadu Newsprint And Papers Ltd,TAMIL NADU NEWSPRINT & PAPERS LTD.,B ,N,N,100,Commodities,Forest Materials,"Paper, Forest & Jute Products",Paper & Paper Products
TNSTLTU,Tamilnadu Steel Tubes Ltd.,TAMILNADU STEEL TUBES LTD.,P ,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
TNTELE,"Tamilnadu Telecommunications Ltd.,",TAMILNADU TELECOMMUNICATIONS LTD.,T ,N,N,100,Telecommunication,Telecommunication,Telecom -  Equipment & Accessories,Telecom -  Equipment & Accessories
TOKYOFIN,Tokyo Finance Ltd.,TOKYO FINANCE LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TOKYOPLAST,Tokyo Plast International Ltd.,TOKYO PLAST INTERNATIONAL LTD.,B ,N,N,100,Consumer Discretionary,Consumer Durables,Consumer Durables,Plastic Products - Consumer
TORNTPHARM,Torrent Pharmaceuticals Ltd.,TORRENT PHARMACEUTICALS LTD.,A ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
TORNTPOWER,TORRENT POWER LIMITED,TORRENT POWER LTD.,A ,N,N,100,Utilities,Power,Power,Electric Utilities
TOYAMIND,Toyam Industries Limited,Toyam Industries Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
TPLPLAST,TPL Plastech Limited,TPL PLASTECH LTD.,B ,N,N,100,Industrials,Capital Goods,Industrial Products,Packaging
TPROJECT,Thirani Projects Limited,Thirani Projects Ltd,X ,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TRABI,Transgene Biotek Ltd.,TRANSGENE BIOTEK LTD.,XT,N,N,100,Healthcare,Healthcare,Healthcare Services,Healthcare Service Provider
TRADEWELL,TRADEWELL HOLDINGS LIMITED,Tradewell Holdings Ltd,X ,N,N,100,Services,Services,Commercial Services & Supplies,Consulting Services
TRANOCE,"Transoceanic Properties Ltd.,",TRANSOCEANIC PROPERTIES LTD.,XT,N,N,100,Services,Services,Commercial Services & Supplies,Diversified Commercial Services
TRANSCHEM,Transchem Limited.,TRANSCHEM LTD.-$,X ,N,N,100,Healthcare,Healthcare,Pharmaceuticals & Biotechnology,Pharmaceuticals
TRANSCOR,Transcorp International Ltd.,TRANSCORP INTERNATIONAL LTD.,X ,N,N,100,Financial Services,Financial Services,Finance,Other Financial Services
TRANSFD,Transglobe Foods Ltd.,TRANSGLOBE FOODS LTD.,X ,N,N,100,Fast Moving Consumer Goods,Fast Moving Consumer Goods,Beverages,Other Beverages
TRANSFIN,Trans Financial Resources Ltd,TRANS FINANCIAL RESOURCES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
TRANSFRE,"Trans-Freight Containers Ltd.,",TRANS-FREIGHT CONTAINERS LTD.,XT,N,N,100,Industrials,Capital Goods,Industrial Products,Iron & Steel Products
TRANSPEK,"Transpek Industry Ltd.,",TRANSPEK INDUSTRY LTD.-$,B ,N,N,100,Commodities,Chemicals,Chemicals & Petrochemicals,Commodity Chemicals
TRCFIN,TRC Financial Services Ltd.,TRC FINANCIAL SERVICES LTD.,XT,N,N,100,Financial Services,Financial Services,Finance,Non Banking Financial Company (NBFC)
